User_ID,Demand_Mbps,H3_Cell
897,0.11,832b92fffffffff
898,0.56,830ed0fffffffff
899,0.69,832766fffffffff
900,1.0,832ab5fffffffff
901,0.31,832766fffffffff
902,0.98,83272afffffffff
903,0.84,832720fffffffff
904,3.61,832b9afffffffff
905,0.17,830e89fffffffff
906,0.62,830edcfffffffff
907,0.59,830ed2fffffffff
908,0.08,832761fffffffff
909,0.6,832720fffffffff
910,0.98,83272dfffffffff
911,0.74,83272afffffffff
912,0.02,83272cfffffffff
913,0.96,830ed1fffffffff
914,0.71,830e8dfffffffff
915,0.12,830ecbfffffffff
916,0.34,830ef1fffffffff
917,0.42,832765fffffffff
918,2.17,83272dfffffffff
919,0.17,830ecafffffffff
920,0.59,830ed8fffffffff
921,0.4,830ed4fffffffff
922,0.15,830ed5fffffffff
923,0.83,830ecdfffffffff
924,4.47,832769fffffffff
925,3.4,832b9cfffffffff
926,0.92,832721fffffffff
927,0.76,830ed2fffffffff
928,0.78,830ed3fffffffff
929,0.68,83272afffffffff
930,0.09,83272afffffffff
931,0.1,832729fffffffff
932,0.91,830edbfffffffff
933,0.76,830ed3fffffffff
934,0.79,832728fffffffff
935,0.47,832b92fffffffff
936,0.03,830ed6fffffffff
937,0.88,830ed1fffffffff
938,0.15,830ed0fffffffff
939,0.12,832b93fffffffff
940,0.51,830ed0fffffffff
941,0.78,832765fffffffff
942,4.49,832701fffffffff
943,2.45,832705fffffffff
944,0.9,832774fffffffff
945,0.04,83276cfffffffff
946,4.31,830edcfffffffff
947,0.11,832ab6fffffffff
948,0.89,830e8dfffffffff
949,2.67,832721fffffffff
950,0.18,832701fffffffff
951,0.73,832722fffffffff
952,0.65,83276dfffffffff
953,0.93,830ef3fffffffff
954,4.97,830ec3fffffffff
955,0.68,832765fffffffff
956,0.46,832b90fffffffff
957,0.11,830e8bfffffffff
958,0.98,832b93fffffffff
959,1.0,830ed9fffffffff
960,0.08,830ec3fffffffff
961,0.17,832b93fffffffff
962,0.53,83270cfffffffff
963,0.64,830ecefffffffff
964,4.5,830edcfffffffff
965,0.97,830ed3fffffffff
966,4.93,830ecafffffffff
967,0.66,830ecdfffffffff
968,0.54,832723fffffffff
969,3.5,830ee2fffffffff
970,0.31,83276cfffffffff
971,2.77,832b9cfffffffff
972,0.93,830e8dfffffffff
973,4.65,832b81fffffffff
974,0.32,832720fffffffff
975,0.89,832765fffffffff
976,0.55,83272afffffffff
977,0.63,830ec6fffffffff
978,0.07,832ab4fffffffff
979,0.81,83272cfffffffff
980,0.43,83272efffffffff
981,0.79,832776fffffffff
982,2.42,830ec1fffffffff
983,0.78,830ed5fffffffff
984,0.44,830e8dfffffffff
985,0.59,83270cfffffffff
986,0.19,832723fffffffff
987,2.33,832b96fffffffff
988,0.73,832729fffffffff
989,0.32,832770fffffffff
990,3.79,832b81fffffffff
991,0.07,830ec9fffffffff
992,0.43,830e8bfffffffff
993,0.8,832728fffffffff
994,0.06,832b92fffffffff
995,0.67,830ecdfffffffff
996,0.9,83270dfffffffff
997,2.13,830ec6fffffffff
998,0.84,830ecefffffffff
999,0.52,832b9efffffffff
